adr;uhaH aps;u
ah;am suh;avasya
z;arItoH ;ariSwaneme
vraj;aH g;oH
niS;adya Gqt;avantaH
azret s;a
saMh;ataH vizv;arUpAH
vAG;atAm aDvar;AZAm
;ekam any;asyAH
nayanti im;e
vIrya:iH p;atyamAnaH
iC;anti zakt;im
am;qte ;amUraH
;indram agn;im
zat;am k;eteBiH
poSayitn;u d;eva
saKy;am qB;avaH
t;uByam v;aruZaH
yukt;AH gr;AvAZaH
sahasr;iZam ray;im
rAjAnA prad;ivaH
;azvam rAy;e
me agne
samudr;eZa s;inDavaH
;indrAgnI ;A
saKy;e ;asi
s;omEH t;ava
tvac;i pr;ati
d;adataH maG;Ani
d;amUnAH ;anu
h;antvAsaH s;am
ket;um haMs;AH
dev;ajUtaH ;astaBnAt
vA viB;avaH
bqhat;aH niD;Anam
;amarDantA somap;eyAya
vasupate v;asUnAm
s;aKyuH zqZavat
sAhv;An v;izvAH
d;aDati pr;ayAMsi
kr;atuH dev;AnAm
agne mahat;aH
v;iSZuH gop;AH
vAjas;anim pUrB;idam
mah;AvrAtaH tuvikUrm;iH
p;qtanAH aB;imAtIH
vAm g;oqjIkA
;aCa dev;An
rodasI satyav;AcaH
v;izaH m;AnuSIH
b;qhasp;atim savit;Aram
mah;aH y;at
pr;a zaMsanti
h;otre pUrvy;am
asm;e zat;am
s;an im;e
zqZutam zl;okam
n;a Az;iram
st;omaH azv;inO
ket;uH aDvar;AZAm
samIc;I qt;asya
nITAv;idaH jarit;AraH
samp;azyamAnAH amadan
tv;am naH
;ekA carati
pUrv;IH n;a
pazv;aH n;AsatyA
pqtan;AjyeSu v;anaspate
B;ikSamAZe ;aCa
te praZy:aH
s;avane puruSwuta
vavandir;e pqTivi
aDoakS;AH sinDavaH
cit vAm
mahitv;A z;izum
;anu sv;am
t;am sab;ADaH
ar;aZyoH n;ihitaH
z;Unam ;A
vacy;amAnA ;aCa
uS;asaH p;UrvAH
v;asu dyum;at
vakSi s;aKA
s;u te
m;aDvaH ;anDasaH
DiS;aZA iva
puruSwuta purox;Azam
rAmy;AZAm ;indraH
mAy;A candr;A
B;Ut ut;a
j;animAni vavre
B;Ut ;indrAya
stotr;am ;avaH
g;iraH yajY;eSu
pratn;asya sADaTaH
any;at g;uhyam
tapuSp;A ut;a
vizv;avyacasam avat;am
saMg;qBya naH
tv;am sady;aH
s;ahasaH jAt;avedasam
uS;asam viBAt;Im
t;uByam rAt;A
yajY;asya prAvit;A
kuv;it Ag;amat
y;ataH j;Ayate
jinvate jaW;areSu
y;at tvA
v;i caranta
jAt;avedasaH ;agne
v;arSiSWam r;atnam
vay;am p;ayasA
yaja ;ajIjanan
vizvaminv;e ;api
y;oSaZAm purox;Azam
yuv;oH narA
;indram mat;iH
D;anAnAm carSaZID;qtam
pAvaka dIdihi
dev;atAtA y;ajIyAn
v;i varhi
priy;am rakSante
dviS;aH rakS;asaH
s;argaH aBavat
y;at ;A
t;ava supraZIte
prad;ivaH sut;AnAm
uttAn;AyAm ;ava
n;i pAhi
indra Barat;asya
;Ixyam c;Aru
u stut;aH
dr;aviZam jahn;AvyAm
;UDar prayAv;ayan
dev;AnAm upam;Adam
n;amasA vAj;inam
svast;aye t;am
putra stut;aH
t;amasaH vijAn;an
saniSAmahe tv;e
v;i tapati
am;qtam me
;A naH
p;ibaDyE s;am
;anDasaH ;indra
itT;A tir;ohitam
mah;I r;odasI
h;ariByAm y;aH
ugr;am sahod;Am
indra s;am
rAt;im Imahe
sqja mayoB;unA
d;aza sv;asAraH
any;aH kart;A
m;anasA nir;atakSata
puruD;A g;AH
iDyate ;azvaH
;atra yuvat;ayaH
vEzvAnar;am apsuS;adam
D;anutrIH ;anu
v;Ajasya suBaga
ih;a kave
amqta svada
m;anasA daDanv;e
amadan aB;i
n;a dad;uH
v;arDanaH B;Ut
agn;ayaH prAvaZ;eBiH
pr;a tirante
g;iraH m;ama
tapati zimbal;am
g;arBam janit;uH
kr;andan j;aniBiH
mqjanti aDvary;avaH
sv;AdiSWayA gir;A
valaMruj;aH pur;Am
rurucAn;am BAn;unA
vivakmi r;odasI
sasqv;AMsam iva
puruhUt;am ;upa
h;otA y;asya
s;inDavaH prasav;am
jah;i n;i
yajY;am avantu
sut;am kuv;it
jAm;im IyatuH
;agne rAy;aH
duhit;uH napty:am
net;A B;agaH
vqSAy;ante mah;e
zriy;A n;a
uruSy;at agn;iH
savit;A supAZ;iH
qSwim;antaH div;aH
mitr;aH ca
y;UnaH sT;avirasya
tvA bqh;antaH
puruD;a praj;AvAn
pr;ati pratIc;IH
zr;otAram ;atiTim
;indraH duvasyati
;indraH jan;uSA
vqtr;A c;arasi
zcotanti aDrigo
hary;an uS;asam
svAn;inaH rudr;iyAH
s;argataktaH ;A
naraH janayata
tav;asam v;akSi
t;AsAm ;ekAm
ranD;ayasva ;ut
B;ojanam y;ayoH
padISwa y;am
devay;AH v;ipraH
v;ahnim any;aH
Ay;ajante div;e-dive
s;am y;at
vajr;iZaH vIry:AZi
;indra kr;atuH
atqndan prAc;A
cake pit;A
zazvattam;am sum;anAH
agn;im yant;uram
mar;udBiH indra
y;onim As;adam
s;UryaH n;a
purAj;AH ;A
n;eSi ca
mitr;aH kqSw;IH
kv:a ty;at
vIry:AZi vidv;An
sk;amBanena j;anitrI
sv;ayazastaraH s;a
im;e indra
y;uvA kav;iH
D;At sadyov;qDam
pr;a p;arvatAnAm
rIriSat svast;i
pqTivy;AH ;ixAyAH
yaTAvaz;am tanv:am
vyantu v;Aryam
;amataye m;A
matIn;Am ;indram
yahv;aH adyOt
nqv;at d;aDAnaH
darzat;aH ;agne
;amUram s;a
v;arIyAn y;at
iva k;ozam
enam ;aMhaH
c;arantIH n;a
naH ady;a
y;at sIm
sazc;ataH ;anu
praTam;A ;anu
aB;i priy;AZi
Gqt;am n;a
dyumn;Ani van;inaH
juSAZ;aH s;aKA
sapt;a pqkS;AsaH
bAh;uBiH v;i
dev;eSu y;atate
mitr;aH namasy:aH
mar;udBiH mar;utvantam
kav;iH uB;A
jAt;avedAH ;amanTiSwAm
y;atra duhit;uH
p;atiH g;avAm
v;eH pr;AYcaH
z;umBamAnAH uruSy;at
aB;i zr;avoBiH
rAt;im B;qgUZAm
y;Aman iSir;am
s;a h;i
bqh;at ;ariZAt
h;otuH vA
d;amUnasam ukTy:am
kukSy;oH pr;a
ca y;at
mAmahasva naH
dev;IH barh;iH
;indra prAt;ar
y;oSaZAH tisr;aH
kqt;A im;A
v;asu syAt
g;IH sam;idBiH
pr;ati agn;iH
iva navyasi
aB;i caSwe
;Ixe ca
c;aratA vaD;ena
qt;asya dIdihi
j;anAn yAtayati
;it h;otAram
samiDAn;aH arv;AV
g;oBiH m;aDumantam
s;ADan n;i
ant;ar dy;AvA
bqh;an m;ADyaMdinasya
aramanta dev;IH
jAm;i t;at
madry:ak huvAn;aH
yajY;am namov;qDam
ih;a arv;AYcam
st;omeBiH gIrB;iH
mAy;AH mAy;inAm
y;aH j;anAnAm
dev;eBiH s;aKiBiH
ay;oH yuv;oH
vqSaB;aH r;aZAya
iDImahi ;agne
n;amaH agne
;agne s;ahasva
G;oSam mah;aH
;atra juhuranta
m;A p;arA
;anu ;indrAgnI
DAH m;ihaH
;indram vizvAs;Aham
;avarDayan suB;agam
priy;AH ;A
;asqjaH s;artav;E
y;am tv;Am
mah;at t;at
pr;a vaH
arvAv;atam ca
;AgamiSWaH mitr;aH
p;UrvaH agne
Gqt;avat pad;am
aDvar;AZAm c;etanam
daDire pur;aH
sam;iDaH p;arijmanaH
m;artyAnAm r;AjA
varDaya g;iraH
sut;am ;ut
ca y;atra
m;AhinA g;IH
sur;ucA rucAn;aH
dIDaya manIS;Am
;avase y;ajatrAn
kav;iH nqc;akSAH
parAv;ataH ulok;aH
uS;asam azv;inA
;AsInAH UrDv;am
yajY;aH te
sAsah;iH Bava
jajYAn;aH h;aritaH
Ut;aye dyumn;inam
t;An jeSi
naH pruSZ;avat
purutr;A im;AH
Ixate v;qSaZam
usr;iyAyAm y;at
Ize svapaty;asya
aminAt ;AyuH
p;arvatAsaH ;anu
yug;am v;i
h;arayaH suzipra
pad;e g;oH
qjISin s;am
maGavan ;A
im;am n;araH
te n;ama:uktim
s;am qZvati
bruve ;A
vay;am n;ABA
c;arati kS;eti
haryazva pr;a
d;uhAnAH ;Ixe
tatanTa tv;am
r;aZAya ;indraH
vaH Urm;iH
iCAmi saMd;qze
dev;eBiH tir;a
asm;An h;otrA
kav;itamaH s;a
mah;I mitr;asya
g;uhA c;arantam
g;oBiH ;azvEH
jarit;qByaH v;ayaH
maG;avAnam ukTy:am
padav;IH kavIn;Am
n;a mqDyAH
div;aH vid;aTe
ay;AsaH s;arasvatI
z;armaZi syAm
v;asvaH ;A
vizv;aDAyAH ;upa
v;i zAri
k;AmAH z;ami
devAH ;oSaDIH
agn;im sudIt;im
sahod;Am ih;a
vivikv;An avidat
vazmi zakt;IH
c;arat jajYAn;aH
vAG;ataH n;AmAni
t;uByam stok;AH
;anu d;AtivArAH
pipriy;e satrAs;Aham
;asreDatA m;anmanA
h;ariBiH yAh;i
;AyuH ap;Am
n;amaH te
s;omam y;aTA
vrat;Ani BUripoS;iZaH
agn;iH tvA
h;i pUrv;IH
Badr;A v;astrAZi
r;ajasaH vim;AnaH
joS;ayAse g;iraH
naH ;ahnaH
apqZaH B;uvanAni
vid;aTeSu dev;AH
n;Ama yuv;am
;udBqtam pr;a
;agAt sv;EH
aDvar;asya h;omani
;ahnaH triD;Atu
g;AvaH ;A
takSata dy;Am
jAtavedaH d;eva
v;qSZe iC;anti
daDir;e ;anIkA
y;at any;ayA
Barante mah;at
Gqt;EH ;astqZan
daDanv;e n;a
aB;i syAma
DUrS;u ;A
candr;A iva
vAvqDe st;omeBiH
mah;aH putr;An
v;asumatI samIc;I
aBavat s;arImaZi
agn;iH s;arasvatI
;A h;ariBiH
r;aTaH n;a
vizv;ajanye ;A
;indra tvA
naH Bara
yanti satpate
;arTam caraZIy;amAnA
m;anmaBiH v;iprAsaH
pr;ayAMsi ca
iSit;AH s;omaH
dev;asya y;ajyavaH
DImahi ;agne
;it t;e
baBr;iH samiT;e
agne pacat;aH
takSata naH
v;ahniH ukT;EH
vakS;aZAsu Am;A
pUrv;IH pr;a
naH v;qSaZaH
s;omam m;A
emi Ar;At
Gqt;anirZik pAvak;aH
d;akSam s;acante
sODanvan;eBiH sah;a
vAj;I v;AjeSu
pUrvy;A j;AyamAnA
p;arAcaH v;izvam
vidv;An san;oti
apazyat zat;aDAram
r;aTe ;A
nicir;AsaH adr;uhaH
tvA k;e
tv;at h;i
dev;An manuSv;at
DuH At;iSWantam
dev;An jigAti
havy;A s;am
sv;adasva havy;A
v;izvAni s;uDitA
papr;aTaH ca
hav;iH purox;Azam
naH piba
div;aH ;arZam
y;at yajY;An
y;at UrDv;aH
ant;ar putr;aH
cit asya
r;odasyoH g;iraH
mah;aH ant;arikSAt
dev;eSu ucy;ate
v;izvAH s;OBagA
D;ArAH asqjat
paYc;asu ;indra
d;IDitim sapary;an
dUr;e s;an
sUr;eH asm;Akam
BUSema d;ame
enam sumn;Aya
vA n;ABA
vizp;atim viz;Am
jaj;Ana ap;Am
te d;adAzati
;indrAgnI ;iSaH
daDe v;areZyam
Im ava
sanaj;A p;itryA
;indra s;omAH
rocan;am h;aryazvaH
pqTivy;AH vacy;antAm
;A pqZa
havAmahe ukT;eBiH
vAm maGavAnA
mar;utvate t;uByam
aBimAtiS;Ahye puruSwut;asya
cit eS;a
carati rocan;ena
v;ajraH pramqZ;an
pr;a dev;eBiH
pIy;USam apibaH
s;a r;AjA
pr;a muYcata
z;aMsam ;araruSaH
div;aH padav;IH
s;avanA kqt;A
indra purut;amasya
;anivqtaH p;ari
barh;iH sadaH
zazvaD;A vIry:am
indra s;omaH
vIt;ihotraH ;amartyaH
ataSwa vidy;udraTAH
n;i mAy;inaH
juhv:A r;ejamAnaH
B;Uri eSAm
Den;avaH p;invamAnAH
n;a ;aha
vratap;AH d;IDyAnAH
;indra BrAtar
y;at antar;A
ih;a Druv;am
m;AhinAvAn ;ut
Badr;A te
indra tvAy;avaH
virok;e ;aDAyi
y;uvaBiH maKasy;an
;Avqtam B;UrZim
kqZomi s;anyase
svaDAvaH gr;asetAm
ca dev;An
saDry:ak kar
n;ABA n;i
rAjasi ;ati
;azizret ;A
vakSat yaj;aTAya
ha vqtr;am
n;a vaH
;AyUMSi t;ava
panayanti asya
dqX;A cit
j;anAnAm pr;ati
;agne dyumn;ena
;anu sv;AH
r;AsaBasya ;apAH
suBaga praj;AvataH
y;aH st;omeBiH
aDvar;e s;am
gqZAn;AH mandAn;aH
svapaty;asya g;omataH
Av;qte s;omapItaye
p;ari dev;AH
;avyan y;am
Adity;An ih;a
p;ari dev;IH
y;at ;Anaw
p;arA gAH
mAt;arA samIc;I
s;acante Ut;ayaH
zr;avoBiH ;ekaH
jAtavedaH juS;asva
y;anti Ut;ayaH
tir;oahnyam s;ahasaH
v;ihAyAH prayamy;amAnAn
viSw;am astu
patyate v;izvam
vIr;aH karmaZy:aH
B;avata supAr;AH
h;antave puruhUt;am
;A pUrvy;A
spqDAn;am m;ahi
t;ena devatv;am
yajY;iyAsaH n;i
tv;am vqSaBa
;ojaH y;e
Bavati j;AyamAnaH
asya D;ArAH
sum;anAH ;upetO
mah;An anibAD;e
pur;astAt eti
pAhi prajAn;an
y;amam dev;asya
;agne tqt;Iye
s;u namaDvam
zr;iyaH mimIte
s;am asmE
m;adantaH mit;ajYavaH
kav;iBiH pur;astAt
bqhat;aH v;icarSaZiH
;Ize vqtrah;aTAnAm
ih;a pr;asUtAH
g;uhA hit;am
dUt;aH puruD;a
aDvar;e agn;iH
ap;aH n;a
;indra sv;AdiSWayA
triB;iH pav;itrEH
zakt;IH ;A
dUt;am arat;im
sUno Ahuta
kavizast;aH sud;AnuH
v;arcaH pqTivy;Am
vqSaB;am vay;am
parAv;ataH ca
;indre s;aKA
g;iraH y;ataH
pAt;am s;omam
te asmay;uH
vqkt;abarhiSe ;iSaH
n;Ama triB;iH
asury:am v;asAnAH
d;AH dAz;uSe
n;a s;asniH
te ;oSaDIH
pqTivy;Am p;AjaH
etu z;atrUn
s;ahasva jah;i
vajr;iZe k;arat
kS;eti buDn;aH
s;uDitaH garB;iZISu
h;ariByAm sTir;Aya
zarmas;adaH n;a
s;Uryasya p;Ati
sumn;Ani y;ajamAnaH
s;omam piba
vid;aTe p;atyamAnAH
D;AyuH ;adaDAH
karaH vay;am
;ahim pariz;ayAnam
ajaniSwa veD;AH
Ahuta ;A
p;ari sTAt
vAvqDe arvAv;ataH
;ut rAy;aH
apibaH giriSW;Am
upas;adya y;ajiSWena
s;u kam
devatr;A Dehi
;A h;otA
bruve B;areSu
aB;imAtiSu zuSm;intamam
n;u vocAma
dIdihi dyum;at
yukt;AH p;aYca-paYca
tr;IZi zat;A
s;am ;aBakta
s;omam ;astam
vqtrah;A s;an
aDvar;am dev;avItO
n;i qYje
sudIt;im sud;qzam
manuSv;at yajY;am
;ekam p;adyA
gehy:am s;aH
v;iGqte m;adantI
asm;e n;irmaTitaH
jAtavedaH v;aso
asy;AH up;asTe
n;Ama ;ApaH
aj;araH c;anohitaH
jAt;avedAH mitr;aH
anayat savit;A
ag;otAyE sahasaH
nAv;A iva
damit;A aB;ikratUnAm
d;aDAtu r;atnam
bqhat;I manIS;A
asTAt Ayat;Im
;A tveS;am
t;ava daMs;anA
zAk;inam n;aram
agn;im janayanta
carasi vizvavAre
;agaCat u
agne saKy;e
z;avase pqtanAS;AhyAya
p;ari BUSati
yakSi pit;uH
barh;iH tv;Am
y;oSaZAm y;aH
pr;ayasvatIH ;Ixate
;ekam g;arBam
m;anyamAnAH n;a
y;oSA m;aryAya
asm;An avantu
BUt ;aDa
uB;e s;Uryasya
sumeD;AH ;agne
v;areZyaH BUt;AnAm
yAmaH urv;IH
;it t;A
v;Ajam am;qtAya
c;arma Gqt;avat
cet;ayaDvam ;azvam
uS;AsaH p;atiH
devay;antIH pr;ayasvatIH
n;u naH
naH Dehi
yAhi ;indra
haryat;aH s;omaH
s;omAsaH ;indram
dev;eBiH deva
am;qtasya n;Ama
vqtrah;aTAnAm im;am
r;aTam suK;am
m;atsva ih;a
AruH ;azvAH
sut;am t;uBya
ziprin zun;am
zaP;avat n;ame
;indraH s;adasaH
ajyate vizv;avAraH
dev;eByaH s;atpatiH
dUr;eante Druv;e
v;aruZaH sahasvaH
DqSZ;uSeZaH saMg;qBya
jAt;aH ;apibaH
sapt;a h;otqBiH
santu dev;AH
jAt;avedasam pr;a
DiSaZe sAt;aye
s;adam ;it
m;A av;IratAyE
aguH tisr;aH
pr;asUtAH alAtqZ;aH
p;atyamAnaH uB;e
g;aZyA m;AhinA
sumn;Aya n;avyase
pibatu y;asya
naH ;aditiH
Atat;anTa tveS;aH
zrit;aH Iyiv;AMsam
svada ih;a
s;UryaH n;Qn
roha sah;asravalzAH
pracod;ayan vAj;I
bravImi qdUd;arAH
sad;qzIH indra
san;ayaH vizv;avedAH
;aDi saMdaD;uH
pUrvy;AZi s;amidDe
d;asrO im;e
;A yujy;amAnA
UciSe D;iSZyAH
mitr;Aya p;aYca
v;AjeSu sAsah;iH
v;AjEH puruzcandr;aH
u zr;eyAn
Urv;am zun;am
;agne bqhat;aH
;anIkEH zqZ;otu
viveza mah;I
s;anyase purAj;Am
daDiSe v;apUMSi
aBiy;ujaH kr;atuH
Bavanti pit;arA
div;A pqTivy;A
D;anAnAm im;Am
s;amidDasya zr;ayamAZaH
v;izvAH aBiy;ujaH
n;a s;Ayakasya
qt;AvarIH y;oSaZAH
k;arma y;at
vEzvAnar;asya daMs;anAByaH
;agne v;i
juhuranta dev;AH
h;ariByAm yAhi
tv;AdAtam ;it
te maDyat;aH
j;anam vizv;AmitrAH
Gqt;asya h;otar
D;enAH g;uhA
pit;arA banDup;qCA
gIrB;iH n;aBaH
dr;aviZam B;ikSamAZaH
pit;A yajY;AnAm
te j;aneSu
;adriH sas;Ana
dUt;aH r;odasI
dev;AnAm dUt;aH
m;ahi citr;am
rAt;iH sah;adAnum
te vaso
asmi n;Ama
D;iyam sAt;aye
bahul;ABiH naH
vAj;iBiH ca
z;amyAH hantu
n;a heS;akratavaH
dadatAm z;arItoH
puSwim;at v;asu
gop;AH m;ahi
;aCa d;IdyAnaH
b;alAya y;Avat
marDanti yuvat;ayaH
m;artAsaH inDate
s;a B;agaH
y;azaH aB;i
jihIte n;amaH
s;ahamAnaH any;An
vaH vqZe
naH tan;USu
yajY;am AnuS;ak
;A vqZe
Bqm;ayaH m;anyamAnAH
;Ixyam zruSw;I
zizIhi m;IXvaH
paT;iBiH devay;AnEH
agAH havy;A
vqSaB;aH z;azvatInAm
h;i te
;ekam dev;aH
vAjad;AH asya
B;UreH asm;e
j;anAsaH azv;inA
vaso cikitAn;aH
;asti asm;aByam
Ut;ayaH v;i
vizp;atim m;AnuSIH
v;ipraH kavizast;aH
any;Asu vqSaB;aH
am;qteSu Dehi
asm;Akam ;AyuH
Badr;am t;ava
;indrAya dy;AvaH
razm;ayaH suyAm;AH
suD;urA sv;aVgA
sumat;O syAma
;apAMsi y;asmin
v;ipram zr;otAram
sarv;atAtim suk;qt
puruzcandr;aH n;amoBiH
DIyate aDvar;eSu
t;ava pr;aZItI
pUt;adakSaH div;aH
prayat;i yajY;e
te ;aram
dad;uH usr;aH
uK;A cit
im;A j;anmaY-janman
s;aKAyA saDam;Ade
;A Irire
kAz;iH ;it
svaDvar;am duvasy;ata
t;am tvA
ark;EH vid;advasuH
vIh;i purox;Azam
z;atrUn jah;i
p;ayasA apinvata
vizv;ataH naH
pram;qSe niv;artanam
jAt;e niSW;Am
g;uhyeSu vrat;eSu
asm;aByam dvip;ade
Gqt;AcI sah;asradAnA
praTam;asya pAy;oH
sIda ;aTa
yoD;AH ;indraH
v;AjinA tr;I
saD;asTe id;am
s;a t;ejIyasA
rarim;a te
d;uvaH ;A
asm;e zuc;A-zucA
mar;utAm iva
devayat;e yaja
r;AyaH z;evqDAsaH
c;akriH dev;eSu
sv:ar ca
B;agaH me
ukT;eBiH kav;ayaH
;atyAn ut;a
saraZy;an t;am
s;Uryam viveda
pr;a minanti
saD;asTe ;ekAm
supAZ;I ;ApaH
astu gAt;uH
p;iba t;u
saDrIcIn;A paTy:A
h;otAram n;i
n;ABA pqTivy;AH
ca p;arSi
;UmAH vA
yajY;am sukqt;asya
d;EvyA h;otArA
;A vakSi
dev;An am;qtaH
god;AH zun;am
bqh;at y;ajamAne
dyumn;inam pAhi
vizv;AmitreBiH iDyate
dev;AH pr;a
;A aganma
t;am saniSy;antaH
gIrB;iH y;atamAnAH
;aCa d;Idyat
j;animan vapuSyan
g;arBam eS;u
savit;A sujihv;aH
an;ena hav;iSA
ant;arikSam zqZv;antu
vapuSyan zukr;eBiH
dev;eByaH havyavAhana
y;ajamAnaH hav;irBiH
D;Ama jarit;uH
namasy;ata havy;adAtim
s;am zagmy:ena
sv:ar ap;aH
m;anTanti bAh;uBiH
kav;ayaH papraTAn;AH
m;aDvaH punAn;AH
tv;at ;A
gAt ;agaCat
yad;A kad;A
ark;EH urUc;I
jy:AvAjam p;ari
m;anasA sapt;a
svary;avaH mat;iBiH
;aCa dIdye
yATaH samArAZ;e
niSaVg;iZaH rip;avaH
ark;EH b;qhasp;atim
sud;oGe dev;eBiH
;ixayA m;adantaH
te sumat;iH
p;ari ;ekA
aneh;asaH st;uBaH
vip;Am jy;otIMSi
y;e rocan;e
sAman;Am iSir;Am
manIS;Am Den;um
saj;oSasA yuvAnA
ca p;azyati
pr;a h;otre
s;ome havAmahe
z;amIBiH suk;qtaH
indra vqzc;a
p;AkAya cit
m;edasaH sv;aDarman
sady;aH jAt;Asu
vAvqD;e k;Avyena
vqtraKAd;aH sut;am
agn;iH ;IxyaH
n;u n;akiH
har;itoH B;Uri
;anu Im
t;anA pqTivy;AH
BUSati dy;uBiH
dev;AnAm asuratv;am
suyajY;aH agn;iH
purudr;uhaH h;i
;agne d;AH
sapr;aTAH aB;i
div;aH r;ajasaH
sTAt vidm;a
im;Am u
aBisvar;e ;indraH
muYcata m;A
DAH tr;iH
;indram vats;am
vid;aTe zasy;amAnA
dev;AH n;ava
yem;uH urv;I
somy;am m;aDu
k;arase j;anasya
n;i sAman;Am
eSAm mah;I
s;omam anuSvaD;am
suzr;avastamaH yuDm;asya
im;Am D;iyam
ut;a pUrvay;AvA
aYjan s;am
yAhi maGavan
BAti rocan;am
y;aTA ;ayajaH
pit;arA iva
naH aDvar;am
ap;Am g;arBam
h;avam me
DAs;eH t;AH
;etA n;akiH
uSarb;uDam agn;im
Danasp;qt ugra
s;aKA s;aKyuH
purox;Azam vIr;atamAya
;antitaH n;a
sut;am m;aDoH
iDyase duroZ;e
dev;aH ;amartyaH
dUXy:aH vizv;AhA
yaj;aTAya dev;An
par;astAt s;Uryasya
hav;iH asmi
n;u prayajyo
n;UtaneBiH viv;eSa
mah;An saD;asTe
kqZuhi jAtavedaH
qnD;an agn;iH
mah;I prav;qt
d;aza kS;ipaH
Diy;A s;a
pIt;aye pratn;am
BUt ukT;am
agn;iH v;izvAni
jan;ayan ;ahAni
mandr;asya pan;ayanta
virapz;I ugr;am
praj;AvataH ;agne
pazum;An astu
pAhi naH
v;asuBiH niy;utvAn
m;anuSaH ca
janAsaH pr;a
vavqtyAm y;aH
t;u naH
v;aruZaH j;ujoSat
t;ujyAH aBUvan
apAr;Am s;adane
j;anmanA jAt;avedAH
qt;asya y;onim
siMh;am iva
pqTiv;Im h;arivarpasam
pur;astAt dev;A
u s;u
te h;ariByAm
;api vAy;ukezAn
v;izvAm avindan
usr;iyAH asqjat
j;AgqviH vid;aTe
dad;uH sTir;O
s;aH agn;im
apunan uz;ijaH
s;omam rarim;a
mah;Ani cakre
diDiSantu r;atnam
dev;AnAm ;upa
gotr;A dardqhi
mandr;aH v;izvAni
purutr;A z;aye
sav;Aya tr;iH
zitipqSW;asya DAs;eH
asm;e ray;iH
vAvqD;e pUrvy;eBiH
sT;AtA r;aTasya
puruhUta v;izve
praTam;A Druv;AZi
aD;astAt v;i
v;ariman ;A
Druv;AZi n;a
zyen;aH uzat;e
m;adantaH gIrB;iH
v;acaH agn;aye
asTAt pqT;upragAZam
eS;a viBv:aH
pr;a sarsrAte
iva s;uDitaH
mar;utAm ;ojaH
s;omaH t;am
aDvar;e hit;aH
B;AqjIkaH ;ut
;adabDAni v;aruZasya
dev;eBiH viprAH
saniSy;antaH ;avase
citr;azravastamam aB;i
pr;amatim jAtavedaH
pqZa vasupate
pqTivy;Am y;at
d;IdyAnaH z;uciH
v;arDamAnam p;iyArum
;asiSAsan qt;ena
st;avE pur;A
cake vqSaB;am
t;ujam ray;im
br;ahmAZi g;iraH
h;ariByAm im;AH
srav;aTe m;aDUnAm
v;aruZaH mitr;aH
;OkSan Gqt;EH
mah;An Adity;aH
s;a ;it
seduH ark;EH
g;irvaZaH pAh;i
;akSa vIxo
vAm ;iSaH
D;ArayA pav;itrEH
aB;i vqD;e
sumat;im vizv;ajanyAm
sAD;oH piba
jAtavedaH div;aH
in;atamaH s;atvaBiH
san;ayaH yantu
dUt;aH adyOt
vAvazAn;aH sahasr;iZam
pav;itrEH hrad;AH
gr;AvZaH yujAn;aH
z;uSmam tirAmasi
prad;ivi sut;AsaH
praTam;AH ut;a
janit;uH jAm;i
agne iC;amAnaH
DAs;eH ;A
agne sar;aTam
dv;e ;upa
ih;a vakSi
k;e cit
iSit;aH y;ajIyAn
madanti qt;am
s;asniH aB;i
kar puruSatr;A
;agne d;Idyatam
;azizvIH sabard;uGAH
aYjAn;aH sapt;a
yAtam paT;iBiH
devi yuvat;iH
v;oXave m;anTata
;AyuH pray;akSe
yahv;IBiH n;a
p;anTAH m;aDvA
boDi god;AH
j;AyamAnaH tv;am
dev;AsaH ;A
;anu pUrv;IH
apqZat ;A
v;arDeTAm gIrB;iH
vij;AvA ;agne
juS;antAm yajY;am
vaso stok;AH
vIt;apqSWA n;i
s;am h;i
h;i Ky;an
jUty;A vqZe
urUc;I asmE
h;AsamAne g;AvA
;apibaH pUrvy;An
p;ari v;izve
zr;avaH dev;eSu
B;avantIH p;atiH
te m;Ahinam
vizanti y;am
eti d;adqzre
yajY;asya net;A
uS;asaH virok;e
mahin;A y;at
nEcAzAK;am maGavan
asm;An aradat
;indraH m;aDu
naH adroG;eZa
n;AsatyA tir;oahnyam
vizv;AyuH vqSaB;aH
k;AmaH me
s;Aram ;ojaH
suv;Iryasya ;Ize
agn;iH p;Ati
ih;a pr;a
m;aDunA d;Evyena
dev;am saparyata
up;asTe s;amidDasya
;akavEH ;adabDA
div;aH p;ari
gIrB;iH Imahe
yAti v;eviSat
sut;AH im;e
;arSAt ;aha
im;e t;An
maGavan sAt;aye
;A cake
vAmaB;AjaH syAma
suv;Irye ;A
am;itrAn t;apa
ca av;astAt
vqZIta t;amasaH
hantu ;ApaH
im;AH juSasva
s;aptI h;arI
praTam;A jAnat;I
tanv:A sujAta
B;are n;qtamam
pakSy:A n;avyam
zr;eSWaH s;am
uS;asam ca
zqVg;iZAm s;am
pr;a n;IlapqSWaH
pqtanAS;AhyAya ca
qt;AvarI div;aH
agn;im sUn;um
r;atnam BikSanta
vAm purut;amaH
yajY;am m;aDumantam
;asahanta d;asyUn
t;e naH
vavqtsva ;ava
viveda v;i
;A apqZaH
aruS;asya pray;akSe
uS;AH yAti
dy;Am mitr;aH
;utsam ;akSIyamAZam
raZv;am kuzik;AsaH
Imahe sudIt;im
padav;IH gavy;uH
s;anAni pr;a
s;ome y;e
pr;a naH
mex;im m;adantam
puruSwut;asya D;AmaBiH
UrDv;aH t;iSWAH
